,@_fa,load-date,link,dc:identifier,prism:url,dc:title,dc:creator,prism:publicationName,prism:volume,prism:coverDate,prism:startingPage,prism:endingPage,prism:doi,openaccess,pii,authors
20,true,2016-04-21T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S1474667015318802'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S1474667015318802?dgcid=api_sd_search-api-endpoint'}]",DOI:10.3182/20100906-5-JP-2022.00075,https://api.elsevier.com/content/article/pii/S1474667015318802,In-flight Aircraft Monitoring using a Frequency Domain Parameter Identification,G. Hardier,IFAC Proceedings Volumes,43,2010-12-31,440,445,10.3182/20100906-5-JP-2022.00075,False,S1474667015318802,"{'author': [{'$': 'G. Hardier'}, {'$': 'A. Bucharles'}]}"
21,true,2001-08-02T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S001191640088042X'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S001191640088042X?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/S0011-9164(00)88042-X,https://api.elsevier.com/content/article/pii/S001191640088042X,Desalination through the vapour compression process in large plants,J. Ph. Le Martret,Desalination,19,1976-12-31,337,348,10.1016/S0011-9164(00)88042-X,False,S001191640088042X,{'author': 'J. Ph. Le Martret'}
22,true,2002-08-21T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/092534679290011B'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/092534679290011B?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0925-3467(92)90011-B,https://api.elsevier.com/content/article/pii/092534679290011B,Cr-doped solid state lasers pumped by visible laser diodes,Richard Scheps,Optical Materials,1,1992-01-31,1,9,10.1016/0925-3467(92)90011-B,False,092534679290011B,{'author': 'Richard Scheps'}
23,true,1998-09-10T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/0022328X9505830I'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/0022328X9505830I?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0022-328X(95)05830-I,https://api.elsevier.com/content/article/pii/0022328X9505830I,Gas-phase ion-molecule reactions in ammonia-methylsilane mixtures studied by ion trapping,Lorenza Operti,Journal of Organometallic Chemistry,509,1996-03-08,151,161,10.1016/0022-328X(95)05830-I,False,0022328X9505830I,"{'author': [{'$': 'Lorenza Operti'}, {'$': 'Roberto Rabezzana'}, {'$': 'Paolo Volpe'}]}"
24,true,2000-12-22T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S1467089599000020'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S1467089599000020?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/S1467-0895(99)00002-0,https://api.elsevier.com/content/article/pii/S1467089599000020,The changing face of accounting in an information technology dominated world,Steve G. Sutton,International Journal of Accounting Information Systems,1,2000-03-31,1,8,10.1016/S1467-0895(99)00002-0,False,S1467089599000020,{'author': 'Steve G. Sutton'}
0,true,2012-12-02T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/B9780125447928500103'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/B9780125447928500103?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/B978-0-12-544792-8.50010-3,https://api.elsevier.com/content/article/pii/B9780125447928500103,6: Lower Chordates,ALINE FIALA-MEDIONI,Bivalvia Through Reptilia,,1987-12-31,323,356,10.1016/B978-0-12-544792-8.50010-3,False,B9780125447928500103,{'author': 'ALINE FIALA-MEDIONI'}
1,true,2000-02-17T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/004313549400235Y'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/004313549400235Y?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0043-1354(94)00235-Y,https://api.elsevier.com/content/article/pii/004313549400235Y,Measurement of bacterial collision efficiencies in porous media,Mark J. Gross,Water Research,29,1995-04-30,1151,1158,10.1016/0043-1354(94)00235-Y,False,004313549400235Y,"{'author': [{'$': 'Mark J. Gross'}, {'$': 'Otto Albinger'}, {'$': 'Robert G. Arnold'}]}"
2,true,2003-10-02T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/0377840183900500'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/0377840183900500?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0377-8401(83)90050-0,https://api.elsevier.com/content/article/pii/0377840183900500,The influence of steam pelleting and grinding on the nutritive value of Canola rapeseed for poultry,H. Shen,Animal Feed Science and Technology,8,1983-06-30,303,311,10.1016/0377-8401(83)90050-0,False,0377840183900500,"{'author': [{'$': 'H. Shen'}, {'$': 'J. D. Summers'}, {'$': 'S. Leeson'}]}"
3,true,2004-10-22T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/002228369290709S'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/002228369290709S?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0022-2836(92)90709-S,https://api.elsevier.com/content/article/pii/002228369290709S,Bar to normal UGA translation by the selenocysteine tRNA,Wen-qin Li,Journal of Molecular Biology,223,1992-01-05,9,15,10.1016/0022-2836(92)90709-S,False,002228369290709S,"{'author': [{'$': 'Wen-qin Li'}, {'$': 'Michael Yarus'}]}"
4,true,2002-10-30T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/0029554X79900259'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/0029554X79900259?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0029-554X(79)90025-9,https://api.elsevier.com/content/article/pii/0029554X79900259,Photocathodes for BBQ applications,Richard James Stapleton,Nuclear Instruments and Methods,167,1979-12-20,359,361,10.1016/0029-554X(79)90025-9,False,0029554X79900259,"{'author': [{'$': 'Richard James Stapleton'}, {'$': 'Anthony George Wright'}]}"
5,true,2002-10-30T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/0029554X61902178'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/0029554X61902178?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0029-554X(61)90217-8,https://api.elsevier.com/content/article/pii/0029554X61902178,The nuclear reactor as a high intensity source for discrete gamma rays up to 11 MeV,L. Jarczyk,Nuclear Instruments and Methods,13,1961-10-31,287,296,10.1016/0029-554X(61)90217-8,False,0029554X61902178,"{'author': [{'$': 'L. Jarczyk'}, {'$': 'H. Knoepfel'}, {'$': 'W. Wölfli'}]}"
6,true,2003-06-25T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/0301421590901916'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/0301421590901916?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0301-4215(90)90191-6,https://api.elsevier.com/content/article/pii/0301421590901916,Adding uncertainty to least-cost planning: A case study of efficiency standards in the Northwest,Andrew Ford,Energy Policy,18,1990-05-31,331,339,10.1016/0301-4215(90)90191-6,False,0301421590901916,"{'author': [{'$': 'Andrew Ford'}, {'$': 'Jay Geinzer'}]}"
7,true,2003-04-01T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/002185029290051V'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/002185029290051V?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0021-8502(92)90051-V,https://api.elsevier.com/content/article/pii/002185029290051V,Droplet sampling from crosswinds: An inlet efficiency calibration,Kevin J. Noone,Journal of Aerosol Science,23,1992-03-31,153,164,10.1016/0021-8502(92)90051-V,False,002185029290051V,"{'author': [{'$': 'Kevin J. Noone'}, {'$': 'Hans-Christen Hansson'}, {'$': 'Ronald K. A. M. Mallant'}]}"
8,true,1998-04-08T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S1010603097000890'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S1010603097000890?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/S1010-6030(97)00089-0,https://api.elsevier.com/content/article/pii/S1010603097000890,"Fate of amino acids upon exposure to aqueous titania irradiated with UV-A and UV-B radiation Photocatalyzed formation of NH<ce:inf loc=post>3</ce:inf>, NO<ce:inf loc=post>3</ce:inf><ce:sup loc=post>−</ce:sup>, and CO<ce:inf loc=post>2</ce:inf>",H. Hidaka,Journal of Photochemistry and Photobiology A: Chemistry,108,1997-08-15,197,205,10.1016/S1010-6030(97)00089-0,False,S1010603097000890,"{'author': [{'$': 'H. Hidaka'}, {'$': 'S. Horikoshi'}, {'$': 'N. Serpone'}]}"
9,true,2002-10-26T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/0375947468903515'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/0375947468903515?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0375-9474(68)90351-5,https://api.elsevier.com/content/article/pii/0375947468903515,Decay of 24 min <ce:sup loc=pre>146</ce:sup>Pr,W. R. Daniels,Nuclear Physics A,118,1968-10-07,467,477,10.1016/0375-9474(68)90351-5,False,0375947468903515,"{'author': [{'$': 'W. R. Daniels'}, {'$': 'F. O. Lawrence'}, {'$': 'D. C. Hoffman'}]}"
10,true,2001-11-06T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0021967301947120'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0021967301947120?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/S0021-9673(01)94712-0,https://api.elsevier.com/content/article/pii/S0021967301947120,Rigid polyacrylamide gels for high-performance size-exclusion chromatography,John V. Dawkins,Journal of Chromatography A,371,1986-12-26,283,291,10.1016/S0021-9673(01)94712-0,False,S0021967301947120,"{'author': [{'$': 'John V. Dawkins'}, {'$': 'Nigel P. Gabbot'}, {'$': 'Frank P. Warner'}]}"
11,true,2002-10-30T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/0029554X78901167'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/0029554X78901167?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0029-554X(78)90116-7,https://api.elsevier.com/content/article/pii/0029554X78901167,Multi-detector arrangements for on-line measurements of γ-ray and neutron multiplicities,A. Kerek,Nuclear Instruments and Methods,150,1978-04-15,483,496,10.1016/0029-554X(78)90116-7,False,0029554X78901167,"{'author': [{'$': 'A. Kerek'}, {'$': 'J. Kihlgren'}, {'$': 'A. Zgliński'}]}"
12,true,2010-04-26T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0022030279834803'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0022030279834803?dgcid=api_sd_search-api-endpoint'}]",DOI:10.3168/jds.S0022-0302(79)83480-3,https://api.elsevier.com/content/article/pii/S0022030279834803,Appropriateness of Milk Use in International Supplementary Feeding Programs,Cutberto Garza,Journal of Dairy Science,62,1979-10-31,1673,1684,10.3168/jds.S0022-0302(79)83480-3,True,S0022030279834803,{'author': 'Cutberto Garza'}
13,true,1998-12-15T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/0376738896001354'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/0376738896001354?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0376-7388(96)00135-4,https://api.elsevier.com/content/article/pii/0376738896001354,Preparation of cation exchange membrane as a separator for the all-vanadium redox flow battery,Gab-Jin Hwang,Journal of Membrane Science,120,1996-10-30,55,67,10.1016/0376-7388(96)00135-4,False,0376738896001354,"{'author': [{'$': 'Gab-Jin Hwang'}, {'$': 'H. Ohya'}]}"
14,true,2001-10-04T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/0009250994003254'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/0009250994003254?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0009-2509(94)00325-4,https://api.elsevier.com/content/article/pii/0009250994003254,Application of a new exergy analysis method to a flow reversal SO<ce:inf loc=post>2</ce:inf> convertor,M. Sorin,Chemical Engineering Science,49,1994-12-31,5603,5613,10.1016/0009-2509(94)00325-4,False,0009250994003254,"{'author': [{'$': 'M. Sorin'}, {'$': 'C. Sapundzhiev'}, {'$': 'J. Paris'}]}"
15,true,2007-09-02T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S1470180499800509'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S1470180499800509?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/S1470-1804(99)80050-9,https://api.elsevier.com/content/article/pii/S1470180499800509,Chapter 4 Mechanical alloying,C. Suryanarayana,Pergamon Materials Series,2,1999-12-31,49,85,10.1016/S1470-1804(99)80050-9,False,S1470180499800509,{'author': 'C. Suryanarayana'}
16,true,2002-10-10T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/037026939390351H'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/037026939390351H?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0370-2693(93)90351-H,https://api.elsevier.com/content/article/pii/037026939390351H,Observation of <ce:italic>D</ce:italic><ce:sup loc=post>+</ce:sup> → <ce:italic>ρ</ce:italic>(770)<ce:sup loc=post>0</ce:sup><ce:italic>μ</ce:italic><ce:sup loc=post>+</ce:sup><ce:italic>v</ce:italic>,K. Kodama,Physics Letters B,316,1993-10-21,455,462,10.1016/0370-2693(93)90351-H,False,037026939390351H,"{'author': [{'$': 'K. Kodama'}, {'$': 'N. Ushida'}, {'$': 'S. K. Kim'}]}"
17,true,2003-05-20T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/0022190269801533'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/0022190269801533?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0022-1902(69)80153-3,https://api.elsevier.com/content/article/pii/0022190269801533,Kinetics and mechanism of the reaction between potassium peroxodisulphate and lactic acid,Krishna Kumar,Journal of Inorganic and Nuclear Chemistry,31,1969-04-30,1053,1059,10.1016/0022-1902(69)80153-3,False,0022190269801533,"{'author': [{'$': 'Krishna Kumar'}, {'$': 'L. K. Saxena'}]}"
18,true,2006-03-16T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0925838897000704'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0925838897000704?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/S0925-8388(97)00070-4,https://api.elsevier.com/content/article/pii/S0925838897000704,"Actuators, transducers and motors based on giant magnetostrictive materials",F. Claeyssen,Journal of Alloys and Compounds,258,1997-08-01,61,73,10.1016/S0925-8388(97)00070-4,False,S0925838897000704,"{'author': [{'$': 'F. Claeyssen'}, {'$': 'N. Lhermet'}, {'$': 'P. Bouchilloux'}]}"
19,true,2010-04-08T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0022030297762520'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0022030297762520?dgcid=api_sd_search-api-endpoint'}]",DOI:10.3168/jds.S0022-0302(97)76252-0,https://api.elsevier.com/content/article/pii/S0022030297762520,Timothy Grass or Alfalfa Silage for Cows in Midlactation: Effect of Supplementary Barley,J. R. Orozco-Hernández,Journal of Dairy Science,80,1997-11-30,2876,2884,10.3168/jds.S0022-0302(97)76252-0,True,S0022030297762520,"{'author': [{'$': 'J. R. Orozco-Hernández'}, {'$': 'G. J. Brisson'}, {'$': 'V. Girard'}]}"
20,true,2003-03-05T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/0379678782900163'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/0379678782900163?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0379-6787(82)90016-3,https://api.elsevier.com/content/article/pii/0379678782900163,Performance measurement techniques for concentrator photovoltaic cells,R. D. Nasby,Solar Cells,6,1982-06-30,39,47,10.1016/0379-6787(82)90016-3,False,0379678782900163,"{'author': [{'$': 'R. D. Nasby'}, {'$': 'R. W. Sanderson'}]}"
21,true,2000-04-06T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/037843479400599Z'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/037843479400599Z?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0378-4347(94)00599-Z,https://api.elsevier.com/content/article/pii/037843479400599Z,Determination of hemoglobin adducts of arylamines in humans,Gabriele Sabbioni,Journal of Chromatography B: Biomedical Sciences and Applications,667,1995-05-05,75,83,10.1016/0378-4347(94)00599-Z,False,037843479400599Z,"{'author': [{'$': 'Gabriele Sabbioni'}, {'$': 'Armin Beyerbach'}]}"
22,true,2002-03-19T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/095717879290030M'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/095717879290030M?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0957-1787(92)90030-M,https://api.elsevier.com/content/article/pii/095717879290030M,New local diesel power stations: An economic assessment,Richard J. Wills,Utilities Policy,2,1992-04-30,108,119,10.1016/0957-1787(92)90030-M,False,095717879290030M,"{'author': [{'$': 'Richard J. Wills'}, {'$': 'Bryan G. Reuben'}]}"
23,true,1999-03-11T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0022024897002273'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0022024897002273?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/S0022-0248(97)00227-3,https://api.elsevier.com/content/article/pii/S0022024897002273,Stress driven spontaneous mesoscopic alloy decomposition and ordering along step bunches during epitaxial Si<ce:inf loc=post>1 − <ce:italic>y</ce:italic></ce:inf>C<ce:inf loc=post><ce:italic>y</ce:italic></ce:inf> alloy growth on Si,L Simon,Journal of Crystal Growth,180,1997-09-02,185,197,10.1016/S0022-0248(97)00227-3,False,S0022024897002273,"{'author': [{'$': 'L Simon'}, {'$': 'J Fauré'}, {'$': 'M Schott'}]}"
