,@_fa,load-date,link,dc:identifier,prism:url,dc:title,dc:creator,prism:publicationName,prism:coverDate,prism:doi,openaccess,pii,authors,prism:volume,prism:startingPage,prism:endingPage
17,true,1999-03-02T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/0168583X96000419'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/0168583X96000419?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0168-583X(96)00041-9,https://api.elsevier.com/content/article/pii/0168583X96000419,Chemical selectivity and energy transfer mechanisms in the radiation-induced modification of polyethersulphone,G. Marletta,Nuclear Instruments and Methods in Physics Research Section B: Beam Interactions with Materials and Atoms,1996-08-02,10.1016/0168-583X(96)00041-9,False,0168583X96000419,"{'author': [{'$': 'G. Marletta'}, {'$': 'F. Iacona'}]}",116,246,252
18,true,1999-02-19T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/0013794495001522'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/0013794495001522?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0013-7944(95)00152-2,https://api.elsevier.com/content/article/pii/0013794495001522,Crack initiation load characterization using the critical plastic energy,J. H. Kuang,Engineering Fracture Mechanics,1996-03-31,10.1016/0013-7944(95)00152-2,False,0013794495001522,"{'author': [{'$': 'J. H. Kuang'}, {'$': 'Y. C. Chen'}]}",53,571,580
19,true,1999-04-30T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/0026271496001643'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/0026271496001643?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0026-2714(96)00164-3,https://api.elsevier.com/content/article/pii/0026271496001643,Electric field dependence of TDDB activation energy in ultrathin oxides,E. Vincent,Microelectronics Reliability,1996-12-31,10.1016/0026-2714(96)00164-3,False,0026271496001643,"{'author': [{'$': 'E. Vincent'}, {'$': 'N. Revil'}, {'$': 'G. Ghibaudo'}]}",36,1643,1646
20,true,1999-02-24T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/001671859500047X'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/001671859500047X?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0016-7185(95)00047-X,https://api.elsevier.com/content/article/pii/001671859500047X,Rural energy technology: Issues and options for sustainable development in Ghana,William Yaw Osei,Geoforum,1996-02-29,10.1016/0016-7185(95)00047-X,False,001671859500047X,{'author': 'William Yaw Osei'},27,63,74
21,true,2002-10-23T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/037594749290186N'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/037594749290186N?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0375-9474(92)90186-N,https://api.elsevier.com/content/article/pii/037594749290186N,Energy dependence of the analyzing power for the pp → <ce:italic>π</ce:italic><ce:sup loc=post>+</ce:sup>d reaction in the energy region 500–800 MeV,H. Y. Yoshida,Nuclear Physics A,1992-05-18,10.1016/0375-9474(92)90186-N,False,037594749290186N,"{'author': [{'$': 'H. Y. Yoshida'}, {'$': 'H. Shimizu'}, {'$': 'K. Imai'}]}",541,443,452
22,true,2000-01-19T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/037596019500692V'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/037596019500692V?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0375-9601(95)00692-V,https://api.elsevier.com/content/article/pii/037596019500692V,Accurate calculation of self-energy screening diagrams for high <ce:italic>Z</ce:italic> helium-like atoms,V. A. Yerokhin,Physics Letters A,1995-11-06,10.1016/0375-9601(95)00692-V,False,037596019500692V,"{'author': [{'$': 'V. A. Yerokhin'}, {'$': 'V. M. Shabaev'}]}",207,274,280
23,true,2008-02-08T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0022480407020823'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0022480407020823?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.jss.2007.12.439,https://api.elsevier.com/content/article/pii/S0022480407020823,QS194. Inflammatory Cytokine and Chemokine Expression Is Associated With Wound Failure in High Energy Penetrating War Injuries,Jason Hawksworth,Journal of Surgical Research,2008-02-29,10.1016/j.jss.2007.12.439,False,S0022480407020823,"{'author': [{'$': 'Jason Hawksworth'}, {'$': 'Alexander Stojadinovic'}, {'$': 'Eric A. Elster'}]}",144,344,345
24,true,2003-02-12T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/037877889290001W'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/037877889290001W?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0378-7788(92)90001-W,https://api.elsevier.com/content/article/pii/037877889290001W,Non-intrusive flow measurement by cross-correlation of temperature variations: a tool for building energy diagnostics,Daniel Feuermann,Energy and Buildings,1992-12-31,10.1016/0378-7788(92)90001-W,False,037877889290001W,"{'author': [{'$': 'Daniel Feuermann'}, {'$': 'Harold E. Taylor'}, {'$': 'Scott Englander'}]}",19,81,86
0,true,2008-02-08T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0022480407020823'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0022480407020823?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.jss.2007.12.439,https://api.elsevier.com/content/article/pii/S0022480407020823,QS194. Inflammatory Cytokine and Chemokine Expression Is Associated With Wound Failure in High Energy Penetrating War Injuries,Jason Hawksworth,Journal of Surgical Research,2008-02-29,10.1016/j.jss.2007.12.439,False,S0022480407020823,"{'author': [{'$': 'Jason Hawksworth'}, {'$': 'Alexander Stojadinovic'}, {'$': 'Eric A. Elster'}]}",144,344,345
1,true,2000-02-25T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/016890029500114X'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/016890029500114X?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0168-9002(95)00114-X,https://api.elsevier.com/content/article/pii/016890029500114X,Experimental determination of the intrinsic fluctuations from binding energy losses in <math altimg=si1.gif><fr shape=sol align=c style=s><nu><rm>Si</rm></nu><de><rm>U</rm></de></fr></math> hadron calorimeters,C Furetta,"Nuclear Instruments and Methods in Physics Research Section A: Accelerators, Spectrometers, Detectors and Associated Equipment",1995-07-01,10.1016/0168-9002(95)00114-X,False,016890029500114X,"{'author': [{'$': 'C Furetta'}, {'$': 'C Leroy'}, {'$': 'P. G Rancoita'}]}",361,149,156
2,true,1998-12-15T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/0166128096045228'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/0166128096045228?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0166-1280(96)04522-8,https://api.elsevier.com/content/article/pii/0166128096045228,"Conformational energy profiles of n-butane, ethyl methyl ether and ethyl methyl sulfide Comparison of electron correlation correction procedures",Seiji Tsuzuki,Journal of Molecular Structure: THEOCHEM,1996-07-31,10.1016/0166-1280(96)04522-8,False,0166128096045228,"{'author': [{'$': 'Seiji Tsuzuki'}, {'$': 'Tadafumi Uchimaru'}, {'$': 'Kazutoshi Tanabe'}]}",366,89,96
3,true,1999-12-27T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0039602898009224'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0039602898009224?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/S0039-6028(98)00922-4,https://api.elsevier.com/content/article/pii/S0039602898009224,Molecular dynamics simulation of energy accommodation of internal and translational degrees of freedom at gas–surface interfaces,J. Blömer,Surface Science,1999-03-01,10.1016/S0039-6028(98)00922-4,False,S0039602898009224,"{'author': [{'$': 'J. Blömer'}, {'$': 'A. E. Beylich'}]}",423,127,133
4,true,2007-05-09T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/B9780080440453500098'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/B9780080440453500098?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/B978-008044045-3/50009-8,https://api.elsevier.com/content/article/pii/B9780080440453500098,Chapter 3: The energy source - nuclear fusion reactors,Laurence O. Williams,An End to Global Warming,2002-12-31,10.1016/B978-008044045-3/50009-8,False,B9780080440453500098,{'author': 'Laurence O. Williams'},,57,74
5,true,2002-10-12T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0038092X02000646'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0038092X02000646?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/S0038-092X(02)00064-6,https://api.elsevier.com/content/article/pii/S0038092X02000646,Test results of a bi-directional thermodiode system for solar energy utilization,Wongee Chun,Solar Energy,2002-10-31,10.1016/S0038-092X(02)00064-6,False,S0038092X02000646,"{'author': [{'$': 'Wongee Chun'}, {'$': 'Kuan Chen'}]}",73,269,280
6,true,2020-07-11T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0263823120308156'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0263823120308156?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.tws.2020.106937,https://api.elsevier.com/content/article/pii/S0263823120308156,Experimental study on the crashworthiness of bio-inspired aluminum foam-filled tubes under axial compression loading,Jiafeng Song,Thin-Walled Structures,2020-10-31,10.1016/j.tws.2020.106937,False,S0263823120308156,"{'author': [{'$': 'Jiafeng Song'}, {'$': 'Shucai Xu'}, {'$': 'Meng Zou'}]}",155,106937,
7,true,1999-02-05T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/0039602895011005'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/0039602895011005?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0039-6028(95)01100-5,https://api.elsevier.com/content/article/pii/0039602895011005,A channeled ion energy loss study of the surfactant-mediated growth of Ge on Si(100),M. A. Boshart,Surface Science,1996-03-10,10.1016/0039-6028(95)01100-5,False,0039602895011005,"{'author': [{'$': 'M. A. Boshart'}, {'$': 'A. A. Bailes'}, {'$': 'L. E. Seiberling'}]}",348,l75,l81
8,true,1998-12-09T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/0009261496006720'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/0009261496006720?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0009-2614(96)00672-0,https://api.elsevier.com/content/article/pii/0009261496006720,High-quality theoretical potential energy surface for Be<ce:inf loc=post>2</ce:inf> by using the multireference averaged quadratic coupled-cluster (MR-AQCC) method and large basis sets,László Füsti-Molnár,Chemical Physics Letters,1996-08-16,10.1016/0009-2614(96)00672-0,False,0009261496006720,"{'author': [{'$': 'László Füsti-Molnár'}, {'$': 'Péter G. Szalay'}]}",258,400,408
9,true,1999-02-05T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/0042207X95002162'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/0042207X95002162?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0042-207X(95)00216-2,https://api.elsevier.com/content/article/pii/0042207X95002162,The deduction of continuously distributed activation energy populations from the moments of thermal evolution spectra,G Carter,Vacuum,1996-02-29,10.1016/0042-207X(95)00216-2,False,0042207X95002162,{'author': 'G Carter'},47,103,106
10,true,2002-10-10T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/037026939190764H'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/037026939190764H?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0370-2693(91)90764-H,https://api.elsevier.com/content/article/pii/037026939190764H,Electromagnetic cascading of ultra-high energy photons (<ce:italic>E</ce:italic>>5×10<ce:sup loc=post>19</ce:sup> eV) in the Earth's magnetic field,H. P. Vankov,Physics Letters B,1991-08-22,10.1016/0370-2693(91)90764-H,False,037026939190764H,"{'author': [{'$': 'H. P. Vankov'}, {'$': 'P. V. Stavrev'}]}",266,178,182
11,true,2000-06-14T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/0196890495001384'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/0196890495001384?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0196-8904(95)00138-4,https://api.elsevier.com/content/article/pii/0196890495001384,Ocean thermal energy conversion (OTEC) system as a countermeasure for CO<ce:inf loc=post>2</ce:inf> problem. Energy balance and CO<ce:inf loc=post>2</ce:inf> reduction potential,Kiyotaka Tahara,Energy Conversion and Management,1995-09-30,10.1016/0196-8904(95)00138-4,False,0196890495001384,"{'author': [{'$': 'Kiyotaka Tahara'}, {'$': 'Kunio Horiuchi'}, {'$': 'Atsushi Inaba'}]}",36,857,860
12,true,2000-03-09T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/0168583X96001656'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/0168583X96001656?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0168-583X(96)00165-6,https://api.elsevier.com/content/article/pii/0168583X96001656,Impact parameter dependence of energy loss and charge exchange in ion-atom collisions,N. M. Kabachnik,Nuclear Instruments and Methods in Physics Research Section B: Beam Interactions with Materials and Atoms,1996-07-02,10.1016/0168-583X(96)00165-6,False,0168583X96001656,{'author': 'N. M. Kabachnik'},115,292,298
13,true,2000-01-14T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/0967070X9591991R'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/0967070X9591991R?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0967-070X(95)91991-R,https://api.elsevier.com/content/article/pii/0967070X9591991R,Reducing energy use in US freight transport,Paul Komor,Transport Policy,1995-04-30,10.1016/0967-070X(95)91991-R,False,0967070X9591991R,{'author': 'Paul Komor'},2,119,128
14,true,2000-01-19T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/036054429400076F'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/036054429400076F?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0360-5442(94)00076-F,https://api.elsevier.com/content/article/pii/036054429400076F,Technical and economic status of wood energy feedstock production,Robert D. Perlack,Energy,1995-04-30,10.1016/0360-5442(94)00076-F,False,036054429400076F,"{'author': [{'$': 'Robert D. Perlack'}, {'$': 'Lynn L. Wright'}]}",20,279,284
15,true,1999-02-17T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/0960148196884424'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/0960148196884424?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0960-1481(96)88442-4,https://api.elsevier.com/content/article/pii/0960148196884424,Energy from arable coppice — Some environmental impact considerations,C. J. Muskett,Renewable Energy,1996-12-31,10.1016/0960-1481(96)88442-4,False,0960148196884424,"{'author': [{'$': 'C. J. Muskett'}, {'$': 'Executive Director'}]}",9,971,975
16,true,1999-02-16T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/0168900295010025'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/0168900295010025?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0168-9002(95)01002-5,https://api.elsevier.com/content/article/pii/0168900295010025,Microchannel plate efficiencies for medium energy helium and carbon recoils in pulsed beam time-of-flight applications,K. G. Thompson,"Nuclear Instruments and Methods in Physics Research Section A: Accelerators, Spectrometers, Detectors and Associated Equipment",1996-03-11,10.1016/0168-9002(95)01002-5,False,0168900295010025,"{'author': [{'$': 'K. G. Thompson'}, {'$': 'R. R. Hart'}]}",371,563,565
17,true,2003-08-05T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/0196890494900655'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/0196890494900655?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0196-8904(94)90065-5,https://api.elsevier.com/content/article/pii/0196890494900655,Biomass energy for India: An overview,B. Sudhakara Reddy,Energy Conversion and Management,1994-04-30,10.1016/0196-8904(94)90065-5,False,0196890494900655,{'author': 'B. Sudhakara Reddy'},35,341,361
18,true,1999-02-22T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/0196890495002227'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/0196890495002227?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0196-8904(95)00222-7,https://api.elsevier.com/content/article/pii/0196890495002227,Energy conservation using a recuperative drying process,Rajka Budin,Energy Conversion and Management,1996-09-30,10.1016/0196-8904(95)00222-7,False,0196890495002227,"{'author': [{'$': 'Rajka Budin'}, {'$': 'Alka Mihelić-Bogdanić'}, {'$': 'Veljko Filipan'}]}",37,1393,1399
19,true,2007-09-02T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/B9780080438658505365'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/B9780080438658505365?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/B978-008043865-8/50536-5,https://api.elsevier.com/content/article/pii/B9780080438658505365,Chapter 536: The Analysis on Photoelectron Movement in Making Hydrogen System Using Solar Energy,Baojun Li,World Renewable Energy Congress VI,2000-12-31,10.1016/B978-008043865-8/50536-5,False,B9780080438658505365,"{'author': [{'$': 'Baojun Li'}, {'$': 'Xingyou Jiang'}, {'$': 'Yanling Na'}]}",,2458,2460
20,true,1999-02-16T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/0893965996000535'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/0893965996000535?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0893-9659(96)00053-5,https://api.elsevier.com/content/article/pii/0893965996000535,Energy estimates for a one-dimensional hydrodynamic model of semiconductors,W. Fang,Applied Mathematics Letters,1996-07-31,10.1016/0893-9659(96)00053-5,True,0893965996000535,"{'author': [{'$': 'W. Fang'}, {'$': 'K. Ito'}]}",9,65,70
21,true,1999-02-09T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/0039602896004529'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/0039602896004529?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0039-6028(96)00452-9,https://api.elsevier.com/content/article/pii/0039602896004529,Phonon assisted energy relaxation for 2D electrons at high magnetic field,S. V. Iordanskii,Surface Science,1996-07-20,10.1016/0039-6028(96)00452-9,False,0039602896004529,"{'author': [{'$': 'S. V. Iordanskii'}, {'$': 'Y. Levinson'}, {'$': 'S. Levit'}]}",361–362,489,492
22,true,2000-01-11T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0031920199000928'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0031920199000928?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/S0031-9201(99)00092-8,https://api.elsevier.com/content/article/pii/S0031920199000928,Ab initio free energy calculations on the polymorphs of iron at core conditions,Lidunka Vočadlo,Physics of the Earth and Planetary Interiors,2000-01-31,10.1016/S0031-9201(99)00092-8,False,S0031920199000928,"{'author': [{'$': 'Lidunka Vočadlo'}, {'$': 'John Brodholt'}, {'$': 'Geoffrey D. Price'}]}",117,123,137
23,true,1998-08-27T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0042207X97001383'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0042207X97001383?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/S0042-207X(97)00138-3,https://api.elsevier.com/content/article/pii/S0042207X97001383,The energy distributions of major ions in the cathode zone of a strongly abnormal nitrogen DC glow discharge,Z Wronski,Vacuum,1998-02-28,10.1016/S0042-207X(97)00138-3,False,S0042207X97001383,"{'author': [{'$': 'Z Wronski'}, {'$': 'H Murlak-Stachura'}]}",49,97,100
24,true,2000-10-16T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/0168583X94008132'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/0168583X94008132?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0168-583X(94)00813-2,https://api.elsevier.com/content/article/pii/0168583X94008132,Energy loss of fast protons scattered from an Al(111)-surface under grazing incidence,M. Wilke,Nuclear Instruments and Methods in Physics Research Section B: Beam Interactions with Materials and Atoms,1995-06-01,10.1016/0168-583X(94)00813-2,False,0168583X94008132,"{'author': [{'$': 'M. Wilke'}, {'$': 'R. Zimmy'}, {'$': 'H. Winter'}]}",100,396,401
0,true,2000-01-11T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0031920199000928'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0031920199000928?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/S0031-9201(99)00092-8,https://api.elsevier.com/content/article/pii/S0031920199000928,Ab initio free energy calculations on the polymorphs of iron at core conditions,Lidunka Vočadlo,Physics of the Earth and Planetary Interiors,2000-01-31,10.1016/S0031-9201(99)00092-8,False,S0031920199000928,"{'author': [{'$': 'Lidunka Vočadlo'}, {'$': 'John Brodholt'}, {'$': 'Geoffrey D. Price'}]}",117,123,137
1,true,1999-02-19T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/0301421595001123'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/0301421595001123?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0301-4215(95)00112-3,https://api.elsevier.com/content/article/pii/0301421595001123,The quiet (energy) revolution: Analysing the dissemination of photovoltaic power systems in Kenya,Richard H Acker,Energy Policy,1996-01-31,10.1016/0301-4215(95)00112-3,False,0301421595001123,"{'author': [{'$': 'Richard H Acker'}, {'$': 'Daniel M Kammen'}]}",24,81,111
2,true,2003-02-21T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/002231159090185P'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/002231159090185P?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0022-3115(90)90185-P,https://api.elsevier.com/content/article/pii/002231159090185P,Collecting Si-probes for investigation of deuterium fluxes and energies in the tokamak scrape-off-layer,S. A. Grashin,Journal of Nuclear Materials,1990-12-03,10.1016/0022-3115(90)90185-P,False,002231159090185P,"{'author': [{'$': 'S. A. Grashin'}, {'$': 'Yu. A. Sokolov'}, {'$': 'A. F. Burenkov'}]}",176–177,1022,1026
3,true,1998-08-27T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0042207X97001383'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0042207X97001383?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/S0042-207X(97)00138-3,https://api.elsevier.com/content/article/pii/S0042207X97001383,The energy distributions of major ions in the cathode zone of a strongly abnormal nitrogen DC glow discharge,Z Wronski,Vacuum,1998-02-28,10.1016/S0042-207X(97)00138-3,False,S0042207X97001383,"{'author': [{'$': 'Z Wronski'}, {'$': 'H Murlak-Stachura'}]}",49,97,100
4,true,2003-08-07T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/0038092X93900602'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/0038092X93900602?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/0038-092X(93)90060-2,https://api.elsevier.com/content/article/pii/0038092X93900602,Lead acid battery storage model for hybrid energy systems,James F. Manwell,Solar Energy,1993-05-31,10.1016/0038-092X(93)90060-2,False,0038092X93900602,"{'author': [{'$': 'James F. Manwell'}, {'$': 'Jon G. McGowan'}]}",50,399,405
5,true,2005-02-10T00:00:00.000Z,"[{'@_fa': 'true', '@ref': 'self', '@href': 'https://api.elsevier.com/content/article/pii/S0025556404001865'}, {'@_fa': 'true', '@ref': 'scidir', '@href': 'https://www.sciencedirect.com/science/article/pii/S0025556404001865?dgcid=api_sd_search-api-endpoint'}]",DOI:10.1016/j.mbs.2004.06.010,https://api.elsevier.com/content/article/pii/S0025556404001865,When do mixotrophs specialize? Adaptive dynamics theory applied to a dynamic energy budget model,Tineke A. Troost,Mathematical Biosciences,2005-02-28,10.1016/j.mbs.2004.06.010,False,S0025556404001865,"{'author': [{'$': 'Tineke A. Troost'}, {'$': 'Bob W. Kooi'}, {'$': 'Sebastiaan A. L. M. Kooijman'}]}",193,159,182
